"Original names"	"Glucose"	"Inulin"	"Sucrose"	"Raffinose"	"Melibiose"	"Galactose"	"Lactose"	"Trehalose"	"Maltose"	"Melezitose"	"Methyl-D-glucoside"	"Soluble Starch"	"Cellobiose"	"Salicin"	"L-Sorbose"	"L-Rhamnose"	"D-Xylose"	"L-Arabinose"	"D-Arabinose"	"D-Ribose"	"Methanol"	"Ethanol"	"Glycerol"	"Erythritol"	"Ribitol"	"Galactitol"	"D-Mannitol"	"D-Glucitol"	"myo-Inositol"	"DL-Lactate"	"Succinate"	"Citrate"	"D-Gluconate"	"D-Glucosamine"	"N-Acetyl-D-glucosamine"	"Hexadecane"	"Nitrate"	"Nitrite"	"Vitamin-free"	"2-Keto-D-gluconate"	"5-Keto-D-gluconate"	"Saccharate"	"Xylitol"	"L-Arabinitol"	"Arbutin"	"Propane 1,2 diol"	"Butane 2,3 diol"	"Cadaverine"	"Creatinine"	"L-Lysine"	"Ethylamine"	"50% Glucose"	"10% NaCl/5% glucose"	"Starch formation"	"Urease"	"Gelatin liquefaction"	"0.01% Cycloheximide"	"0.1% Cycloheximide"	"Growth at 19 ℃"	"Growth at 25℃"	"Growth at 30℃"	"Growth at 35℃"	"Growth at 37℃"	"Growth at 40℃"	"Growth at 45℃"	"CoQ (Main component)"	"Mol % G+C (Ave.)"	"DBB"	"OG1179_aa_aligned.fasta"	"OG1179_s1_aa_aligned.fasta"	"OG1179_s1_R_aa_aligned.fasta"	"OG1179_s2_aa_aligned.fasta"
"Kazachstania_naganishii"	1	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"v"	"1"	"0"	"0"	"0"	"0"	"n"	"0"	"1"	"1"	"n"	"n"	"n"	"n"	"n"	"n"	"v"	"n"	"1"	"1"	"0"	"1"	"0"	"0"	"n"	"0"	"0"	"1"	"1"	"1"	"n"	"v"	"n"	"n"	"6"	"44.5"	"0"	NA	NA	NA	NA
"yHAB153_Kazachstania_rosinii"	1	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"n"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"0"	"n"	"0"	"0"	"n"	"0"	"n"	"n"	"n"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"n"	"n"	"0"	NA	NA	NA	NA
"yHAB143_Kazachstania_siamensis"	1	"0"	"0"	"n"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"n"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"0"	"n"	"0"	"0"	"n"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"n"	"6"	"n"	"0"	NA	NA	NA	NA
"yHAB159_Kazachstania_solicola"	1	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"v"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"v"	"0"	"0"	"0"	"n"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"0"	"n"	"1"	"0"	"n"	"n"	"0"	"0"	"n"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"n"	"n"	"0"	NA	NA	NA	NA
"yHAB155_Kazachstania_spencerorum"	1	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"v"	"0"	"0"	"v"	"1"	"0"	"0"	"n"	"0"	"0"	"0"	"n"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"1"	"n"	"1"	"1"	"n"	"0"	"0"	"n"	"n"	"0"	"1"	"n"	"1"	"1"	"1"	"1"	"0"	"0"	"n"	"n"	"0"	NA	NA	NA	NA
"yHAB154_Kazachstania_transvaalensis"	1	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"n"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"0"	"n"	"0"	"0"	"n"	"n"	"0"	"n"	"n"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"n"	"0"	"6"	"33.5"	"0"	NA	NA	NA	NA
"yHAB134_Kazachstania_turicensis"	1	"0"	"v"	"0"	"0"	"v"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"v"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"n"	"0"	"0"	"0"	"n"	"0"	"0"	"0"	"n"	"n"	"0"	"n"	"0"	"0"	"0"	"n"	"0"	"n"	"n"	"0"	"0"	"1"	"1"	"1"	"n"	"v"	"v"	"n"	"n"	"n"	"0"	NA	NA	NA	NA
"yHAB133_Kazachstania_unispora"	1	"0"	"0"	"0"	"0"	"1"	"0"	"v"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"v"	"0"	"0"	"0"	"0"	"0"	"0"	"n"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"v"	"n"	"v"	"v"	"n"	"n"	"0"	"n"	"n"	"1"	"n"	"1"	"1"	"1"	"1"	"1"	"n"	"0"	"6"	"34"	"0"	NA	NA	NA	NA
"yHAB158_Kazachstania_viticola"	1	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"n"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"0"	"n"	"0"	"0"	"n"	"n"	"0"	"n"	"n"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"n"	"0"	"n"	"n"	"0"	NA	NA	NA	NA
"yHMPu5000034710_Kluyveromyces_dobzhanskii"	1	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"n"	"n"	"0"	"n"	"n"	"n"	"n"	"1"	"n"	"1"	"1"	"0"	"n"	"0"	"n"	"0"	"1"	"n"	"1"	"1"	"1"	"n"	"0"	"0"	"0"	"6"	"42.6"	"0"	3	3	2	2
"Kluyveromyces_marxianus"	1	"v"	"1"	"1"	"0"	"1"	"v"	"0"	"0"	"0"	"0"	"0"	"v"	"v"	"0"	"0"	"v"	"v"	"0"	"v"	"0"	"1"	"v"	"0"	"v"	"0"	"v"	"v"	"0"	"1"	"1"	"v"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"n"	"n"	"v"	"n"	"n"	"n"	"n"	"1"	"n"	"1"	"1"	"v"	"n"	"0"	"n"	"0"	"1"	"n"	"1"	"1"	"1"	"1"	"1"	"n"	"n"	"6"	"41.3"	"0"	NA	NA	NA	NA
"Lachancea_fermentati"	1	"v"	"v"	"v"	"0"	"v"	"0"	"1"	"1"	"v"	"1"	"0"	"1"	"1"	"v"	"0"	"v"	"0"	"0"	"0"	"0"	"1"	"v"	"0"	"v"	"0"	"1"	"1"	"0"	"1"	"v"	"0"	"v"	"0"	"0"	"0"	"0"	"0"	"0"	"v"	"n"	"n"	"v"	"n"	"n"	"n"	"n"	"1"	"n"	"1"	"1"	"1"	"n"	"0"	"n"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"n"	"n"	"6"	"43.4"	"0"	3	3	3	3
"Lachancea_kluyveri"	1	"0"	"1"	"v"	"1"	"1"	"0"	"v"	"1"	"0"	"1"	"0"	"v"	"v"	"v"	"0"	"v"	"0"	"0"	"v"	"0"	"1"	"v"	"0"	"0"	"0"	"v"	"v"	"0"	"v"	"v"	"0"	"v"	"0"	"0"	"0"	"0"	"0"	"v"	"v"	"n"	"n"	"v"	"n"	"n"	"n"	"n"	"1"	"n"	"1"	"1"	"v"	"n"	"0"	"n"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"n"	"n"	"n"	"41.9"	"0"	6	6	6	5
"Lachancea_meyersii"	1	"v"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"v"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"v"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"v"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"n"	"n"	"1"	"n"	"n"	"n"	"n"	"1"	"n"	"1"	"1"	"v"	"n"	"0"	"n"	"0"	"0"	"0"	"1"	"1"	"1"	"n"	"0"	"0"	"0"	"n"	"n"	"0"	3	3	3	3
"Lachancea_thermotolerans"	1	"v"	"1"	"1"	"0"	"v"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"v"	"1"	"0"	"v"	"0"	"v"	"v"	"0"	"0"	"v"	"0"	"v"	"0"	"0"	"0"	"0"	"0"	"0"	"v"	"n"	"n"	"1"	"n"	"n"	"n"	"n"	"1"	"n"	"1"	"1"	"1"	"n"	"0"	"n"	"v"	"0"	"0"	"1"	"1"	"1"	"n"	"v"	"n"	"n"	"6"	"46.2"	"0"	4	4	4	4
"Lachancea_waltii"	1	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"n"	"n"	"1"	"n"	"n"	"n"	"n"	"1"	"n"	"1"	"1"	"1"	"n"	"0"	"n"	"0"	"1"	"n"	"1"	"1"	"1"	"n"	"0"	"0"	"0"	"n"	"45.7"	"0"	1	1	1	NA
"Nakaseomyces_bacillisporus"	1	"0"	"n"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"n"	"n"	"0"	"n"	"n"	"n"	"n"	"0"	"n"	"0"	"0"	"1"	"n"	"0"	"n"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"n"	"n"	"6"	"38"	"0"	NA	NA	NA	NA
"Nakaseomyces_delphensis"	1	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"n"	"n"	"0"	"n"	"n"	"n"	"n"	"0"	"n"	"0"	"0"	"1"	"n"	"0"	"n"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"n"	"n"	"6"	"40.200000000000003"	"0"	NA	NA	NA	NA
"Naumovozyma_castellii"	1	"0"	"v"	"0"	"0"	"1"	"0"	"v"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"v"	"0"	"v"	"v"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"v"	"0"	"v"	"0"	"0"	"0"	"0"	"n"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"0"	"n"	"0"	"0"	"n"	"n"	"n"	"n"	"n"	"v"	"0"	"1"	"1"	"1"	"n"	"v"	"n"	"n"	"n"	"38.200000000000003"	"0"	NA	NA	NA	NA
"Naumovozyma_dairenensis"	1	"0"	"0"	"0"	"0"	"1"	"0"	"v"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"v"	"0"	"v"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"v"	"0"	"v"	"0"	"0"	"0"	"0"	"n"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"0"	"n"	"0"	"0"	"n"	"n"	"n"	"n"	"n"	"v"	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"n"	"37.1"	"0"	NA	NA	NA	NA
"Saccharomyces_cerevisiae"	1	"0"	"1"	"1"	"0"	"v"	"0"	"1"	"1"	"v"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"v"	"0"	"0"	"0"	"0"	"0"	"0"	"v"	"0"	"0"	"v"	"0"	"0"	"0"	"0"	"n"	"0"	"0"	"0"	"n"	"0"	"n"	"n"	"n"	"n"	"0"	"n"	"0"	"0"	"1"	"0"	"0"	"n"	"0"	"n"	"n"	"1"	"1"	"1"	"n"	"v"	"v"	"n"	"6"	"39.9"	"0"	7	7	7	7
"Saccharomyces_kudriavzevii"	1	"1"	"v"	"1"	"0"	"1"	"0"	"0"	"1"	"v"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"v"	"0"	"0"	"0"	"v"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"n"	"0"	"n"	"n"	"n"	"0"	"n"	"n"	"n"	"n"	"0"	"n"	"0"	"0"	"1"	"1"	"1"	"n"	"n"	"0"	"0"	"1"	"1"	"v"	"0"	"0"	"0"	"0"	"n"	"n"	"0"	4	4	4	4
"Saccharomyces_mikatae"	1	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"n"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"n"	"0"	"0"	"n"	"0"	"n"	"n"	"n"	"0"	"n"	"n"	"n"	"n"	"0"	"n"	"0"	"0"	"1"	"0"	"0"	"n"	"n"	"0"	"0"	"1"	"1"	"1"	"n"	"0"	"0"	"0"	"n"	"n"	"0"	5	5	5	4
"Saccharomyces_paradoxus"	1	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"v"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"v"	"0"	"0"	"0"	"0"	"n"	"0"	"0"	"0"	"n"	"0"	"n"	"n"	"n"	"n"	"0"	"n"	"0"	"0"	"n"	"n"	"0"	"n"	"0"	"n"	"n"	"1"	"1"	"1"	"1"	"1"	"n"	"n"	"n"	"42.6"	"0"	5	5	5	4
"Tetrapisispora_blattae"	1	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"v"	"0"	"v"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"n"	"n"	"0"	"n"	"n"	"n"	"n"	"0"	"n"	"0"	"0"	"0"	"n"	"0"	"n"	"0"	"0"	"0"	"1"	"1"	"1"	"n"	"0"	"0"	"0"	"6"	"34.200000000000003"	"0"	NA	NA	NA	NA
"yHMPu5000034875_Tetrapisispora_fleetii"	1	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"n"	"n"	"0"	"n"	"n"	"n"	"n"	"0"	"n"	"0"	"0"	"0"	"n"	"0"	"n"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"n"	"n"	"n"	"n"	"0"	NA	NA	NA	NA
"yHMPu5000034876_Tetrapisispora_iriomotensis"	1	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"n"	"n"	"0"	"n"	"n"	"n"	"n"	"0"	"n"	"0"	"0"	"0"	"n"	"0"	"n"	"0"	"0"	"0"	"1"	"1"	"1"	"n"	"0"	"0"	"0"	"6"	"32"	"0"	NA	NA	NA	NA
"yHMPu5000034877_Tetrapisispora_namnaonensis"	1	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"0"	"n"	"0"	"0"	"0"	"n"	"0"	"n"	"n"	"0"	"0"	"1"	"1"	"1"	"n"	"0"	"0"	"0"	"6"	"36.700000000000003"	"0"	NA	NA	NA	NA
"Tetrapisispora_phaffii"	1	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"n"	"n"	"0"	"n"	"n"	"n"	"n"	"0"	"n"	"0"	"0"	"0"	"n"	"0"	"n"	"0"	"0"	"0"	"1"	"1"	"1"	"n"	"0"	"0"	"0"	"6"	"35.299999999999997"	"0"	NA	NA	NA	NA
"yHMPu5000026152_Torulaspora_franciscae"	1	"1"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"v"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"n"	"1"	"1"	"0"	"0"	"n"	"n"	"n"	"n"	"n"	"0"	"n"	"n"	"n"	"n"	"1"	"0"	"n"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"n"	"n"	"6"	"46"	"0"	2	2	2	2
"yHMPu5000035652_Torulaspora_maleeae"	1	"v"	"1"	"1"	"v"	"v"	"0"	"v"	"1"	"1"	"1"	"v"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"v"	"v"	"0"	"0"	"0"	"v"	"v"	"0"	"v"	"0"	"0"	"v"	"0"	"0"	"0"	"0"	"n"	"1"	"1"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"0"	"n"	"n"	"n"	"n"	"1"	"n"	"n"	"n"	"0"	"0"	"1"	"1"	"1"	"n"	"v"	"n"	"n"	"6"	"44"	"0"	3	3	3	3
"yHMPu5000035651_Torulaspora_microellipsoides"	1	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"v"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"v"	"0"	"0"	"0"	"1"	"v"	"0"	"1"	"v"	"0"	"1"	"0"	"0"	"0"	"0"	"n"	"0"	"1"	"0"	"0"	"n"	"n"	"n"	"n"	"n"	"0"	"n"	"n"	"n"	"n"	"0"	"0"	"n"	"0"	"1"	"0"	"1"	"1"	"1"	"n"	"0"	"0"	"0"	"6"	"40.4"	"0"	1	1	1	NA
"yHMPu5000034881_Torulaspora_pretoriensis"	1	"1"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"v"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"v"	"0"	"0"	"0"	"1"	"v"	"0"	"1"	"0"	"0"	"v"	"0"	"0"	"0"	"0"	"n"	"0"	"1"	"0"	"0"	"n"	"n"	"n"	"n"	"n"	"0"	"n"	"n"	"n"	"n"	"v"	"0"	"n"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"n"	"n"	"6"	"46.4"	"0"	3	3	3	3
"Vanderwaltozyma_polyspora"	1	"0"	"1"	"1"	"0"	"1"	"0"	"v"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"v"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"v"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"n"	"n"	"0"	"n"	"n"	"n"	"n"	"0"	"n"	"0"	"0"	"0"	"n"	"0"	"n"	"0"	"0"	"0"	"1"	"1"	"1"	"n"	"v"	"n"	"n"	"6"	"35.299999999999997"	"0"	NA	NA	NA	NA
"Zygosaccharomyces_bailii"	1	"0"	"v"	"0"	"0"	"v"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"v"	"1"	"0"	"1"	"0"	"v"	"1"	"0"	"0"	"0"	"0"	"n"	"0"	"n"	"n"	"0"	"n"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"1"	"1"	"0"	"n"	"0"	"n"	"0"	"1"	"1"	"1"	"n"	"v"	"0"	"0"	"6"	"43.3"	"0"	1	1	1	NA
"yHMPu5000034866_Zygosaccharomyces_bisporus"	1	"0"	"0"	"0"	"0"	"v"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"v"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"v"	"0"	"1"	"v"	"0"	"0"	"0"	"0"	"n"	"0"	"n"	"n"	"0"	"n"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"1"	"1"	"0"	"n"	"0"	"n"	"0"	"1"	"1"	"1"	"n"	"0"	"0"	"0"	"6"	"44.5"	"0"	NA	NA	NA	NA
"yHMPu5000034862_Zygotorulaspora_florentina"	1	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"v"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"v"	"0"	"0"	"0"	"0"	"n"	"v"	"1"	"0"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"0"	"0"	"n"	"0"	"1"	"1"	"1"	"1"	"1"	"n"	"0"	"0"	"0"	"6"	"42.8"	"0"	5	5	5	4
"yHMPu5000026256_Zygotorulaspora_mrakii"	1	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"v"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"n"	"0"	"n"	"0"	"1"	"0"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"v"	"0"	"n"	"0"	"1"	"1"	"1"	"1"	"1"	"n"	"0"	"0"	"0"	"n"	"41.7"	"0"	1	1	1	1
"yHMPu5000034963_Hanseniaspora_clermontiae"	1	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"n"	"n"	"0"	"n"	"0"	"1"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"0"	"n"	"n"	"1"	"n"	"1"	"1"	"n"	"n"	"0"	"0"	"0"	"n"	"36.5"	"0"	NA	NA	NA	NA
"yHMPu5000035695_Hanseniaspora_pseudoguilliermondii"	1	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"n"	"n"	"0"	"n"	"0"	"1"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"0"	"n"	"n"	"1"	"n"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"n"	"31.5"	"0"	NA	NA	NA	NA
"Hanseniaspora_uvarum"	1	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"v"	"0"	"0"	"0"	"0"	"v"	"0"	"n"	"n"	"0"	"n"	"0"	"1"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"0"	"n"	"n"	"1"	"n"	"1"	"1"	"1"	"n"	"0"	"0"	"0"	"6"	"33.9"	"0"	NA	NA	NA	NA
"Hanseniaspora_valbyensis"	1	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"n"	"n"	"0"	"n"	"0"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"0"	"n"	"n"	"1"	"n"	"1"	"1"	"v"	"n"	"0"	"0"	"0"	"6"	"29.4"	"0"	NA	NA	NA	NA
"yHMPu5000035629_Yueomyces_sinensis"	1	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"v"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"n"	"n"	"0"	"0"	"n"	"0"	"n"	"0"	"0"	"n"	"n"	"n"	"n"	"0"	"0"	"0"	"n"	"0"	"0"	"n"	"n"	"n"	"0"	"0"	"1"	"1"	"1"	"n"	"0"	"0"	"0"	"6"	"n"	"0"	NA	NA	NA	NA
