"ID"	"Species name"	"original_genome_id"	"old_speceis_names"	"speceis_names_fig2"	"hex"	"id_table S1"	"Major clade"	"clade_order"	"Family"	"Genus"	"CUG usage"	"ratio_hq"	"num_hq"	"select"
"195"	195	"Blastobotrys peoriensis"	"yHMPu5000034671_blastobotrys_peoriensis_160519"	"yHMPu5000034671_Blastobotrys_peoriensis"	"Blastobotrys_peoriensis"	"#FF2800"	44	"Dipodascaceae/Trichomonascaceae"	3	"Trichomonascaceae"	"Blastobotrys"	"Leu"	0.665813879117365	4164	"No"
"196"	196	"Lipomyces oligophaga"	"yHMPu5000034748_lipomyces_oligophaga_160519"	"yHMPu5000034748_Lipomyces_oligophaga"	"Lipomyces_oligophaga"	"#FF0EF0"	8	"Lipomycetaceae"	1	"Lipomycetaceae"	"Lipomyces"	"Leu"	0.580047994514913	3384	"Yes"
"197"	197	"Lipomyces starkeyi"	"lipomyces_starkeyi"	"Lipomyces_starkeyi"	"Lipomyces_starkeyi"	"#FF0EF0"	1	"Lipomycetaceae"	1	"Lipomycetaceae"	"Lipomyces"	"Leu"	0.524497629261684	4646	"No"
"198"	198	"Lipomyces suomiensis"	"yHMPu5000034742_lipomyces_suomiensis_160519"	"yHMPu5000034742_Lipomyces_suomiensis"	"Lipomyces_suomiensis"	"#FF0EF0"	9	"Lipomycetaceae"	1	"Lipomycetaceae"	"Lipomyces"	"Leu"	0.610652420268739	3772	"No"
"199"	199	"Lipomyces doorenjongii"	"yHMPu5000034757_lipomyces_doorenjongii_160519"	"yHMPu5000034757_Lipomyces_doorenjongii"	"Lipomyces_doorenjongii"	"#FF0EF0"	5	"Lipomycetaceae"	1	"Lipomycetaceae"	"Lipomyces"	"Leu"	0.604046242774566	3553	"No"
"200"	200	"Lipomyces mesembrius"	"yHMPu5000034749_lipomyces_mesembrius_160519"	"yHMPu5000034749_Lipomyces_mesembrius"	"Lipomyces_mesembrius"	"#FF0EF0"	7	"Lipomycetaceae"	1	"Lipomycetaceae"	"Lipomyces"	"Leu"	0.523726774495388	3918	"No"
"201"	201	"Lipomyces kononenkoae"	"yHMPu5000034760_lipomyces_kononenkoae_160519"	"yHMPu5000034760_Lipomyces_kononenkoae"	"Lipomyces_kononenkoae"	"#FF0EF0"	3	"Lipomycetaceae"	1	"Lipomycetaceae"	"Lipomyces"	"Leu"	0.580947423217074	4464	"No"
"202"	202	"Lipomyces japonicus"	"yHMPu5000034758_lipomyces_japonicus_160519"	"yHMPu5000034758_Lipomyces_japonicus"	"Lipomyces_japonicus"	"#FF0EF0"	4	"Lipomycetaceae"	1	"Lipomycetaceae"	"Lipomyces"	"Leu"	0.557303717414777	3613	"Yes"
"203"	203	"Lipomyces lipofer"	"yHMPu5000034761_lipomyces_lipofer_160519"	"yHMPu5000034761_Lipomyces_lipofer"	"Lipomyces_lipofer"	"#FF0EF0"	2	"Lipomycetaceae"	1	"Lipomycetaceae"	"Lipomyces"	"Leu"	0.576565250188584	4586	"No"
"204"	204	"Lipomyces arxii"	"yHMPu5000034754_lipomyces_arxii_160519"	"yHMPu5000034754_Lipomyces_arxii"	"Lipomyces_arxii"	"#FF0EF0"	6	"Lipomycetaceae"	1	"Lipomycetaceae"	"Lipomyces"	"Leu"	0.534559442240654	4447	"No"
"205"	205	"Botryozyma nematodophila"	"yHMPu5000034655_botryozyma_nematodophila_160519"	"yHMPu5000034655_Botryozyma_nematodophila"	"Botryozyma_nematodophila"	"#FF0090"	15	"Trigonopsidaceae"	2	"Trigonopsidaceae"	"Botryozyma"	"Leu"	0.353687262185178	3904	"No"
"206"	206	"Tortispora caseinolytica"	"tortispora_caseinolytica"	"Tortispora_caseinolytica"	"Tortispora_caseinolytica"	"#FF0090"	10	"Trigonopsidaceae"	2	"Trigonopsidaceae"	"Tortispora"	"Leu"	0.631648642683734	2862	"No"
"207"	207	"Tortispora ganteri"	"yHMPu5000035654_tortispora_ganteri_160519"	"yHMPu5000035654_Tortispora_ganteri"	"Tortispora_ganteri"	"#FF0090"	11	"Trigonopsidaceae"	2	"Trigonopsidaceae"	"Tortispora"	"Leu"	0.613440551407237	3204	"No"
"208"	208	"Tortispora starmeri"	"yHMPu5000035279_tortispora_starmeri_160928"	"yHMPu5000035279_Tortispora_starmeri"	"Tortispora_starmeri"	"#FF0090"	14	"Trigonopsidaceae"	2	"Trigonopsidaceae"	"Tortispora"	"Leu"	0.634452082490902	3138	"No"
"209"	209	"Trigonopsis variabilis"	"yHMPu5000035650_trigonopsis_variabilis_160613"	"yHMPu5000035650_Trigonopsis_variabilis"	"Trigonopsis_variabilis"	"#FF0090"	12	"Trigonopsidaceae"	2	"Trigonopsidaceae"	"Trigonopsis"	"Leu"	0.644419930134216	3505	"No"
"210"	210	"Trigonopsis vinaria"	"yHMPu5000035282_trigonopsis_vinaria_160928"	"yHMPu5000035282_Trigonopsis_vinaria"	"Trigonopsis_vinaria"	"#FF0090"	13	"Trigonopsidaceae"	2	"Trigonopsidaceae"	"Trigonopsis"	"Leu"	0.612873307364125	3304	"Yes"
"211"	211	"Ascoidea asiatica"	"ascoidea_asiatica"	"Ascoidea_asiatica"	"Ascoidea_asiatica"	"#b0ff00"	216	"CUG-Ser2"	9	"Ascoideaceae"	"Ascoidea"	"Ser"	0.404041738211597	3059	"No"
"212"	212	"Ascoidea rubescens"	"ascoidea_rubescens"	"Ascoidea_rubescens"	"Ascoidea_rubescens"	"#b0ff00"	217	"CUG-Ser2"	9	"Ascoideaceae"	"Ascoidea"	"Ser"	0.422000643293663	2624	"No"
"213"	213	"Saccharomycopsis malanga"	"saccharomycopsis_malanga"	"Saccharomycopsis_malanga"	"Saccharomycopsis_malanga"	"#b0ff00"	218	"CUG-Ser2"	9	"Saccharomycopsidaceae"	"Saccharomycopsis"	"Ser"	0.519856770833333	3194	"Yes"
"214"	214	"Saccharomycopsis capsularis"	"yHMPu5000034607_saccharomycopsis_capsularis_160519"	"yHMPu5000034607_Saccharomycopsis_capsularis"	"Saccharomycopsis_capsularis"	"#b0ff00"	219	"CUG-Ser2"	9	"Saccharomycopsidaceae"	"Saccharomycopsis"	"Ser"	0.478280407429598	3193	"No"
"215"	215	"Candida sorboxylosa"	"candida_sorboxylosa"	"Candida_sorboxylosa"	"Candida_sorboxylosa"	"#FF8200"	66	"Pichiaceae"	7	"Saccharomycetales incertae sedis"	"Candida"	"Leu"	0.553705815279361	2428	"No"
"216"	216	"Komagataella pastoris"	"komagataella_pastoris"	"Komagataella_pastoris"	"Komagataella_pastoris"	"#FF8200"	69	"Pichiaceae"	7	"Saccharomycetales incertae sedis"	"Komagataella"	"Leu"	0.622310424065177	2979	"Yes"
"217"	217	"Barnettozyma salicaria"	"yHMPu5000035048_barnettozyma_salicaria_160519"	"yHMPu5000035048_Barnettozyma_salicaria"	"Barnettozyma_salicaria"	"#00e4ff"	243	"Phaffomycetaceae"	10	"Phaffomycetaceae"	"Barnettozyma"	"Leu"	0.616147053523157	3419	"No"
"218"	218	"Barnettozyma californica"	"yHMPu5000035044_barnettozyma_californica_160519"	"yHMPu5000035044_Barnettozyma_californica"	"Barnettozyma_californica"	"#00e4ff"	247	"Phaffomycetaceae"	10	"Phaffomycetaceae"	"Barnettozyma"	"Leu"	0.612757843647079	3535	"No"
"219"	219	"Barnettozyma populi"	"yHMPu5000035046_barnettozyma_populi_160613"	"yHMPu5000035046_Barnettozyma_populi"	"Barnettozyma_populi"	"#00e4ff"	245	"Phaffomycetaceae"	10	"Phaffomycetaceae"	"Barnettozyma"	"Leu"	0.621130309575234	3451	"No"
"220"	220	"Candida mycetangii"	"yHMPu5000035689_candida_mycetangii_160613"	"yHMPu5000035689_Candida_mycetangii"	"Candida_mycetangii"	"#00e4ff"	227	"Phaffomycetaceae"	10	"Phaffomycetaceae"	"Candida"	"Leu"	0.644894366197183	3663	"No"
"221"	221	"Candida vartiovaarae"	"yHMPu5000035690_candida_vartiovaarae_160613"	"yHMPu5000035690_Candida_vartiovaarae"	"Candida_vartiovaarae"	"#00e4ff"	226	"Phaffomycetaceae"	10	"Phaffomycetaceae"	"Candida"	"Leu"	0.616929698708752	3440	"No"
"222"	222	"Candida orba"	"yHMPu5000035673_candida_orba_160613"	"yHMPu5000035673_Candida_orba"	"Candida_orba"	"#00e4ff"	231	"Phaffomycetaceae"	10	"Phaffomycetaceae"	"Candida"	"Leu"	0.585584005612066	3339	"Yes"
"223"	223	"Candida stellimalicola"	"yHMPu5000034597_candida_stellimalicola_160519"	"yHMPu5000034597_Candida_stellimalicola"	"Candida_stellimalicola"	"#00e4ff"	252	"Phaffomycetaceae"	10	"Phaffomycetaceae"	"Candida"	"Leu"	0.633346198379004	3282	"No"
"224"	224	"Cyberlindnera fabianii"	"cyberlindnera_fabianii_JCM3601"	"Cyberlindnera_fabianii_JCM3601"	"Cyberlindnera_fabianii"	"#00e4ff"	220	"Phaffomycetaceae"	10	"Phaffomycetaceae"	"Cyberlindnera"	"Leu"	0.64544341437817	3690	"No"
"225"	225	"Cyberlindnera jadinii"	"cyberlindnera_jadinii"	"Cyberlindnera_jadinii"	"Cyberlindnera_jadinii"	"#00e4ff"	221	"Phaffomycetaceae"	10	"Phaffomycetaceae"	"Cyberlindnera"	"Leu"	0.605018906840839	3520	"No"
"226"	226	"Cyberlindnera americana"	"yHMPu5000035703_cyberlindnera_americana_160613"	"yHMPu5000035703_Cyberlindnera_americana"	"Cyberlindnera_americana"	"#00e4ff"	224	"Phaffomycetaceae"	10	"Phaffomycetaceae"	"Cyberlindnera"	"Leu"	0.64191163830153	3734	"No"
"227"	227	"Komagataella populi"	"yHMPu5000026274_komagataella_populi_160519"	"yHMPu5000026274_Komagataella_populi"	"Komagataella_populi"	"#FF8200"	116	"Pichiaceae"	7	"Saccharomycetales incertae sedis"	"Komagataella"	"Leu"	0.620247933884298	3002	"No"
"228"	228	"Komagataella pseudopastoris"	"yHMPu5000034939_komagataella_pseudopastoris_160519"	"yHMPu5000034939_Komagataella_pseudopastoris"	"Komagataella_pseudopastoris"	"#FF8200"	85	"Pichiaceae"	7	"Saccharomycetales incertae sedis"	"Komagataella"	"Leu"	0.616637323943662	2802	"No"
"229"	229	"Phaffomyces thermotolerans"	"yHMPu5000035672_phaffomyces_thermotolerans_160613"	"yHMPu5000035672_Phaffomyces_thermotolerans"	"Phaffomyces_thermotolerans"	"#00e4ff"	232	"Phaffomycetaceae"	10	"Phaffomycetaceae"	"Phaffomyces"	"Leu"	0.591697978171408	3307	"No"
"230"	230	"Phaffomyces antillensis"	"yHMPu5000035671_phaffomyces_antillensis_160613"	"yHMPu5000035671_Phaffomyces_antillensis"	"Phaffomyces_antillensis"	"#00e4ff"	233	"Phaffomycetaceae"	10	"Phaffomycetaceae"	"Phaffomyces"	"Leu"	0.573270013568521	3380	"No"
"231"	231	"Phaffomyces opuntiae"	"yHMPu5000035670_phaffomyces_opuntiae_160613"	"yHMPu5000035670_Phaffomyces_opuntiae"	"Phaffomyces_opuntiae"	"#00e4ff"	234	"Phaffomycetaceae"	10	"Phaffomycetaceae"	"Phaffomyces"	"Leu"	0.57184201566224	3359	"No"
"232"	232	"Starmera quercuum"	"yHMPu5000034594_starmera_quercuum_160519"	"yHMPu5000034594_Starmera_quercuum"	"Starmera_quercuum"	"#00e4ff"	253	"Phaffomycetaceae"	10	"Phaffomycetaceae"	"Starmera"	"Leu"	0.635438596491228	3622	"No"
"233"	233	"Starmera amethionina"	"yHMPu5000035658_starmera_amethionina_160613"	"yHMPu5000035658_Starmera_amethionina"	"Starmera_amethionina"	"#00e4ff"	235	"Phaffomycetaceae"	10	"Phaffomycetaceae"	"Starmera"	"Leu"	0.542033488693251	3140	"No"
"234"	234	"Wickerhamomyces anomalus"	"wickerhamomyces_anomalus"	"Wickerhamomyces_anomalus"	"Wickerhamomyces_anomalus"	"#00e4ff"	222	"Phaffomycetaceae"	10	"Phaffomycetaceae"	"Wickerhamomyces"	"Leu"	0.609550105570895	3753	"No"
"235"	235	"Wickerhamomyces hampshirensis"	"yHMPu5000035268_wickerhamomyces_hampshirensis_160928"	"yHMPu5000035268_Wickerhamomyces_hampshirensis"	"Wickerhamomyces_hampshirensis"	"#00e4ff"	241	"Phaffomycetaceae"	10	"Phaffomycetaceae"	"Wickerhamomyces"	"Leu"	0.607960038672253	3773	"No"
"236"	236	"Wickerhamomyces canadensis"	"yHMPu5000035639_wickerhamomyces_canadensis_160613"	"yHMPu5000035639_Wickerhamomyces_canadensis"	"Wickerhamomyces_canadensis"	"#00e4ff"	236	"Phaffomycetaceae"	10	"Phaffomycetaceae"	"Wickerhamomyces"	"Leu"	0.615592761711483	3640	"No"
"237"	237	"Wickerhamomyces ciferrii"	"wickerhamomyces_ciferrii"	"Wickerhamomyces_ciferrii"	"Wickerhamomyces_ciferrii"	"#00e4ff"	223	"Phaffomycetaceae"	10	"Phaffomycetaceae"	"Wickerhamomyces"	"Leu"	0.573030303030303	3782	"No"
"238"	238	"Candida ponderosae"	"yHMPu5000035261_candida_ponderosae_160928"	"yHMPu5000035261_Candida_ponderosae"	"Candida_ponderosae"	"#00e4ff"	242	"Phaffomycetaceae"	10	"Phaffomycetaceae"	"Candida"	"Leu"	0.519138427767869	3784	"No"
"239"	239	"Barnettozyma pratensis"	"yHMPu5000035047_barnettozyma_pratensis_160519"	"yHMPu5000035047_Barnettozyma_pratensis"	"Barnettozyma_pratensis"	"#00e4ff"	244	"Phaffomycetaceae"	10	"Phaffomycetaceae"	"Barnettozyma"	"Leu"	0.590979514546394	3433	"No"
"240"	240	"Barnettozyma hawaiiensis"	"yHMPu5000035045_barnettozyma_hawaiiensis_160613"	"yHMPu5000035045_Barnettozyma_hawaiiensis"	"Barnettozyma_hawaiiensis"	"#00e4ff"	246	"Phaffomycetaceae"	10	"Phaffomycetaceae"	"Barnettozyma"	"Leu"	0.610725670354397	3257	"No"
"241"	241	"Cyberlindnera saturnus"	"yHMPu5000035686_cyberlindnera_saturnus_160519"	"yHMPu5000035686_Cyberlindnera_saturnus"	"Cyberlindnera_saturnus"	"#00e4ff"	230	"Phaffomycetaceae"	10	"Phaffomycetaceae"	"Cyberlindnera"	"Leu"	0.603186762678106	3937	"No"
"242"	242	"Cyberlindnera mrakii"	"yHMPu5000034978_cyberlindnera_mrakii_160519"	"yHMPu5000034978_Cyberlindnera_mrakii"	"Cyberlindnera_mrakii"	"#00e4ff"	250	"Phaffomycetaceae"	10	"Phaffomycetaceae"	"Cyberlindnera"	"Leu"	0.607772697583279	3722	"No"
"243"	243	"Cyberlindnera xylosilytica"	"yHMPu5000035688_cyberlindnera_xylosilytica_160519"	"yHMPu5000035688_Cyberlindnera_xylosilytica"	"Cyberlindnera_xylosilytica"	"#00e4ff"	228	"Phaffomycetaceae"	10	"Phaffomycetaceae"	"Cyberlindnera"	"Leu"	0.619709607661415	4012	"No"
"244"	244	"Cyberlindnera petersonii"	"yHMPu5000035325_cyberlindnera_petersonii_160928"	"yHMPu5000035325_Cyberlindnera_petersonii"	"Cyberlindnera_petersonii"	"#00e4ff"	237	"Phaffomycetaceae"	10	"Phaffomycetaceae"	"Cyberlindnera"	"Leu"	0.631991636173549	3627	"No"
"245"	245	"Cyberlindnera suaveolens"	"yHMPu5000035687_cyberlindnera_suaveolens_160613"	"yHMPu5000035687_Cyberlindnera_suaveolens"	"Cyberlindnera_suaveolens"	"#00e4ff"	229	"Phaffomycetaceae"	10	"Phaffomycetaceae"	"Cyberlindnera"	"Leu"	0.599174236168456	3628	"No"
"246"	246	"Cyberlindnera misumaiensis"	"yHMPu5000034979_cyberlindnera_misumaiensis_160519"	"yHMPu5000034979_Cyberlindnera_misumaiensis"	"Cyberlindnera_misumaiensis"	"#00e4ff"	249	"Phaffomycetaceae"	10	"Phaffomycetaceae"	"Cyberlindnera"	"Leu"	0.638818869283399	3548	"No"
"247"	247	"Cyberlindnera maclurae"	"yHMPu5000035699_cyberlindnera_maclurae_160613"	"yHMPu5000035699_Cyberlindnera_maclurae"	"Cyberlindnera_maclurae"	"#00e4ff"	225	"Phaffomycetaceae"	10	"Phaffomycetaceae"	"Cyberlindnera"	"Leu"	0.615506329113924	3501	"No"
"248"	248	"Wickerhamomyces bovis"	"yHMPu5000035271_wickerhamomyces_bovis_160928"	"yHMPu5000035271_Wickerhamomyces_bovis"	"Wickerhamomyces_bovis"	"#00e4ff"	240	"Phaffomycetaceae"	10	"Phaffomycetaceae"	"Wickerhamomyces"	"Leu"	0.618916595012898	3599	"No"
"249"	249	"Wickerhamomyces alni"	"yHMPu5000035274_wickerhamomyces_alni_160928"	"yHMPu5000035274_Wickerhamomyces_alni"	"Wickerhamomyces_alni"	"#00e4ff"	239	"Phaffomycetaceae"	10	"Phaffomycetaceae"	"Wickerhamomyces"	"Leu"	0.608030278097746	3695	"No"
"250"	250	"Alloascoidea hylecoeti"	"alloascoidea_hylecoeti"	"Alloascoidea_hylecoeti"	"Alloascoidea_hylecoeti"	"#008000"	53	"Alloascoideaceae"	4	"Alloascoideaceae"	"Alloascoidea"	"Leu"	0.461691438141093	4411	"No"
"251"	251	"Citeromyces hawaiiensis"	"yHMPu5000034950_citeromyces_hawaiiensis_160519"	"yHMPu5000034950_Citeromyces_hawaiiensis"	"Citeromyces_hawaiiensis"	"#FF8200"	82	"Pichiaceae"	7	"Saccharomycetales incertae sedis"	"Citeromyces"	"Leu"	0.558225255972696	4089	"No"
"252"	252	"Citeromyces siamensis"	"yHMPu5000034952_citeromyces_siamensis_160519"	"yHMPu5000034952_Citeromyces_siamensis"	"Citeromyces_siamensis"	"#FF8200"	81	"Pichiaceae"	7	"Saccharomycetales incertae sedis"	"Citeromyces"	"Leu"	0.530057214515244	6763	"No"
"253"	253	"Kazachstania viticola"	"yHAB158_kazachstania_viticola_160519"	"yHAB158_Kazachstania_viticola"	"Kazachstania_viticola"	"#0012ff"	314	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Kazachstania"	"Leu"	0.530601659751037	3069	"No"
"254"	254	"Citeromyces matritensis"	"yHMPu5000026142_citeromyces_matritensis_160519"	"yHMPu5000026142_Citeromyces_matritensis"	"Citeromyces_matritensis"	"#FF8200"	119	"Pichiaceae"	7	"Saccharomycetales incertae sedis"	"Citeromyces"	"Leu"	0.559806171894925	4390	"No"
"255"	255	"Kluyveromyces dobzhanskii"	"yHMPu5000034710_kluyveromyces_dobzhanskii_160519"	"yHMPu5000034710_Kluyveromyces_dobzhanskii"	"Kluyveromyces_dobzhanskii"	"#0012ff"	329	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Kluyveromyces"	"Leu"	0.615717821782178	2985	"No"
"256"	256	"Kluyveromyces aestuarii"	"yHMPu5000034709_kluyveromyces_aestuarii_160519"	"yHMPu5000034709_Kluyveromyces_aestuarii"	"Kluyveromyces_aestuarii"	"#0012ff"	330	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Kluyveromyces"	"Leu"	0.601335838029639	2881	"No"
"257"	257	"Candida bracarensis"	"nakaseomyces_bracarensis"	"Nakaseomyces_bracarensis"	"Candida_bracarensis"	"#0012ff"	285	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Candida"	"Leu"	0.547309833024119	2950	"No"
"258"	258	"Candida glabrata"	"candida_glabrata"	"Candida_glabrata"	"Candida_glabrata"	"#0012ff"	263	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Candida"	"Leu"	0.570980392156863	2912	"Yes"
"259"	259	"Eremothecium gossypii"	"eremothecium_gossypii"	"Eremothecium_gossypii"	"Eremothecium_gossypii"	"#0012ff"	266	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Eremothecium"	"Leu"	0.613159122725152	2628	"No"
"260"	260	"Ashbya aceri"	"ashbya_aceri"	"Ashbya_aceri"	"Ashbya_aceri"	"#0012ff"	262	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Ashbya"	"Leu"	0.614449380406827	2628	"No"
"261"	261	"Eremothecium sinecaudum"	"eremothecium_sinecaudum"	"Eremothecium_sinecaudum"	"Eremothecium_sinecaudum"	"#0012ff"	267	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Eremothecium"	"Leu"	0.590049053959355	2526	"No"
"262"	262	"Eremothecium cymbalariae"	"eremothecium_cymbalariae"	"Eremothecium_cymbalariae"	"Eremothecium_cymbalariae"	"#0012ff"	265	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Eremothecium"	"Leu"	0.571138669673055	2533	"No"
"263"	263	"Eremothecium coryli"	"eremothecium_coryli"	"Eremothecium_coryli"	"Eremothecium_coryli"	"#0012ff"	264	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Eremothecium"	"Leu"	0.596000908884344	2623	"No"
"264"	264	"Kazachstania africana"	"kazachstania_africana"	"Kazachstania_africana"	"Kazachstania_africana"	"#0012ff"	268	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Kazachstania"	"Leu"	0.571992889591151	2896	"No"
"265"	265	"Kazachstania naganishii"	"kazachstania_naganishii"	"Kazachstania_naganishii"	"Kazachstania_naganishii"	"#0012ff"	269	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Kazachstania"	"Leu"	0.568321707016824	2770	"No"
"266"	266	"Kazachstania yakushimaensis"	"yHAB166_kazachstania_yakushimaensis_160519"	"yHAB166_Kazachstania_yakushimaensis"	"Kazachstania_yakushimaensis"	"#0012ff"	318	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Kazachstania"	"Leu"	0.481093979441997	2621	"No"
"267"	267	"Kluyveromyces lactis"	"kluyveromyces_lactis"	"Kluyveromyces_lactis"	"Kluyveromyces_lactis"	"#0012ff"	270	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Kluyveromyces"	"Leu"	0.612654633948489	3021	"No"
"268"	268	"Kluyveromyces marxianus"	"kluyveromyces_marxianus"	"Kluyveromyces_marxianus"	"Kluyveromyces_marxianus"	"#0012ff"	271	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Kluyveromyces"	"Leu"	0.606066574748867	3077	"Yes"
"269"	269	"Lachancea fantastica nom. nud."	"lachancea_fantastica"	"Lachancea_fantastica"	"Lachancea_fantastica_nom_nud"	"#0012ff"	274	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Lachancea"	"Leu"	0.617789431222267	3063	"No"
"270"	270	"Lachancea meyersii"	"lachancea_meyersii"	"Lachancea_meyersii"	"Lachancea_meyersii"	"#0012ff"	278	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Lachancea"	"Leu"	0.610455655004068	3001	"No"
"271"	271	"Lachancea nothofagi"	"lachancea_nothofagi"	"Lachancea_nothofagi"	"Lachancea_nothofagi"	"#0012ff"	280	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Lachancea"	"Leu"	0.609601269589367	3073	"No"
"272"	272	"Lachancea cidri"	"lachancea_cidri"	"Lachancea_cidri"	"Lachancea_cidri"	"#0012ff"	272	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Lachancea"	"Leu"	0.61893567001496	2896	"No"
"273"	273	"Lachancea thermotolerans"	"lachancea_thermotolerans"	"Lachancea_thermotolerans"	"Lachancea_thermotolerans"	"#0012ff"	282	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Lachancea"	"Leu"	0.626627467450651	2984	"No"
"274"	274	"Lachancea mirantina"	"lachancea_mirantina"	"Lachancea_mirantina"	"Lachancea_mirantina"	"#0012ff"	279	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Lachancea"	"Leu"	0.614840989399293	2958	"No"
"275"	275	"Lachancea dasiensis"	"lachancea_dasiensis"	"Lachancea_dasiensis"	"Lachancea_dasiensis"	"#0012ff"	273	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Lachancea"	"Leu"	0.619253762110905	3004	"No"
"276"	276	"Lachancea fermentati"	"lachancea_fermentati"	"Lachancea_fermentati"	"Lachancea_fermentati"	"#0012ff"	275	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Lachancea"	"Leu"	0.62453454695904	3019	"No"
"277"	277	"Lachancea kluyveri"	"lachancea_kluyveri"	"Lachancea_kluyveri"	"Lachancea_kluyveri"	"#0012ff"	276	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Lachancea"	"Leu"	0.614338449582281	3162	"No"
"278"	278	"Lachancea lanzarotensis"	"lachancea_lanzarotensis"	"Lachancea_lanzarotensis"	"Lachancea_lanzarotensis"	"#0012ff"	277	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Lachancea"	"Leu"	0.614173228346457	2964	"No"
"279"	279	"Lachancea quebecensis"	"lachancea_quebecensis"	"Lachancea_quebecensis"	"Lachancea_quebecensis"	"#0012ff"	281	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Lachancea"	"Leu"	0.620294244915621	2867	"No"
"280"	280	"Candida castellii"	"nakaseomyces_castellii"	"Nakaseomyces_castellii"	"Candida_castellii"	"#0012ff"	286	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Candida"	"Leu"	0.574989256553502	2676	"No"
"281"	281	"Nakaseomyces delphensis"	"nakaseomyces_delphensis"	"Nakaseomyces_delphensis"	"Nakaseomyces_delphensis"	"#0012ff"	287	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Nakaseomyces"	"Leu"	0.561784445321753	2846	"No"
"282"	282	"Candida nivariensis"	"nakaseomyces_nivariensis"	"Nakaseomyces_nivariensis"	"Candida_nivariensis"	"#0012ff"	288	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Candida"	"Leu"	0.568027869169731	2935	"No"
"283"	283	"Nakaseomyces bacillisporus"	"nakaseomyces_bacillisporus"	"Nakaseomyces_bacillisporus"	"Nakaseomyces_bacillisporus"	"#0012ff"	284	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Nakaseomyces"	"Leu"	0.563072439633639	2705	"No"
"284"	284	"Naumovozyma castellii"	"naumovozyma_castellii"	"Naumovozyma_castellii"	"Naumovozyma_castellii"	"#0012ff"	289	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Naumovozyma"	"Leu"	0.562631881833877	2933	"No"
"285"	285	"Naumovozyma dairenensis"	"naumovozyma_dairenensis"	"Naumovozyma_dairenensis"	"Naumovozyma_dairenensis"	"#0012ff"	290	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Naumovozyma"	"Leu"	0.523885918003565	2939	"No"
"286"	286	"Saccharomyces cerevisiae"	"saccharomyces_cerevisiae"	"Saccharomyces_cerevisiae"	"Saccharomyces_cerevisiae"	"#0012ff"	292	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Saccharomyces"	"Leu"	0.575246850527749	3379	"No"
"287"	287	"Saccharomyces uvarum"	"saccharomyces_uvarum"	"Saccharomyces_uvarum"	"Saccharomyces_uvarum"	"#0012ff"	297	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Saccharomyces"	"Leu"	0.550020251113811	2716	"Yes"
"288"	288	"Saccharomyces eubayanus"	"saccharomyces_eubayanus"	"Saccharomyces_eubayanus"	"Saccharomyces_eubayanus"	"#0012ff"	293	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Saccharomyces"	"Leu"	0.549618320610687	2736	"No"
"289"	289	"Saccharomyces kudriavzevii"	"saccharomyces_kudriavzevii"	"Saccharomyces_kudriavzevii"	"Saccharomyces_kudriavzevii"	"#0012ff"	294	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Saccharomyces"	"Leu"	0.538253638253638	2589	"No"
"290"	290	"Saccharomyces arboricola"	"saccharomyces_arboricola"	"Saccharomyces_arboricola"	"Saccharomyces_arboricola"	"#0012ff"	291	"Saccharomycetaceae"	12	"Saccharomycetaceae"	"Saccharomyces"	"Leu"	0.538259640621845	2666	"Yes"
